index,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,price_per_km
3352,Toyota Innova Crysta 2.8 ZX AT BSIV,2017,1850000,18890,Diesel,Dealer,automatic,First Owner,11.36,2755.0,171.5,7.0,8,162852.11267605633
3353,Renault Koleos 2.0 Diesel,2013,1000000,75010,Diesel,Dealer,automatic,First Owner,13.73,1995.0,148.0,5.0,12,72833.21194464676
3354,Renault Pulse RxZ Optional,2012,245000,100000,Diesel,Dealer,manual,First Owner,23.08,1461.0,63.1,5.0,13,10615.25129982669
3355,Hyundai Grand i10 Magna AT,2019,625000,4337,Petrol,Dealer,automatic,First Owner,18.9,1197.0,82.0,5.0,6,33068.78306878307
3356,Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018,560000,14495,Petrol,Dealer,manual,First Owner,18.78,999.0,75.0,5.0,7,29818.95633652822
3357,Mahindra XUV500 W9 BSIV,2018,1475000,24000,Diesel,Dealer,manual,First Owner,15.1,2179.0,152.87,7.0,7,97682.11920529802
3358,Toyota Corolla Altis Diesel D4DG,2010,425000,83585,Diesel,Dealer,manual,First Owner,21.43,1364.0,87.2,5.0,15,19832.011199253382
3359,Volkswagen Polo GT TSI,2014,550000,31000,Petrol,Dealer,automatic,Second Owner,17.21,1197.0,103.6,5.0,11,31958.163858221964
3360,Toyota Innova Crysta 2.4 GX MT BSIV,2016,1475000,100000,Diesel,Dealer,manual,First Owner,13.68,2393.0,147.8,7.0,9,107821.63742690059
3361,Renault Duster 85PS Diesel RxL,2017,750000,48406,Diesel,Dealer,manual,First Owner,19.87,1461.0,83.8,5.0,8,37745.3447408153
3362,Hyundai i20 Era 1.4 CRDi,2016,570000,56239,Diesel,Dealer,manual,First Owner,22.54,1396.0,88.73,5.0,9,25288.37622005324
3363,Maruti Baleno Delta 1.2,2015,585000,33243,Petrol,Dealer,manual,First Owner,21.4,1197.0,83.1,5.0,10,27336.448598130843
3364,Honda Jazz 1.2 S AT i VTEC,2016,600000,26000,Petrol,Dealer,automatic,First Owner,19.0,1199.0,88.7,5.0,9,31578.947368421053
3365,Toyota Etios GD,2012,415000,90000,Diesel,Individual,manual,First Owner,19.41878335651954,,,,13,21371.060811627547
3366,Hyundai i20 Active 1.2 SX with AVN,2016,530000,120000,Petrol,Individual,manual,Second Owner,17.19,1197.0,81.86,5.0,9,30831.878999418263
3367,Hyundai i20 Asta Option 1.2,2016,540000,38000,Petrol,Individual,manual,First Owner,18.6,1197.0,81.83,5.0,9,29032.258064516125
3368,Hyundai EON Era Plus,2013,180000,60000,Petrol,Individual,manual,First Owner,21.1,814.0,55.2,5.0,12,8530.80568720379
3369,Maruti Swift Dzire VXI,2014,450000,30000,Petrol,Individual,manual,First Owner,19.1,1197.0,85.8,5.0,11,23560.20942408377
3370,Chevrolet Beat LT,2015,200000,50000,Petrol,Individual,manual,First Owner,18.6,1199.0,76.8,5.0,10,10752.68817204301
3371,Tata Tiago 1.2 Revotron XZ,2017,425000,42000,Petrol,Individual,manual,First Owner,23.84,1199.0,84.0,5.0,8,17827.18120805369
3372,Chevrolet Sail 1.2 LS ABS,2016,400000,30000,Petrol,Individual,manual,First Owner,18.2,1199.0,82.4,5.0,9,21978.021978021978
3373,Ford Ikon 1.3 Flair,2005,150000,15858,Petrol,Individual,manual,First Owner,13.8,1299.0,70.0,5.0,20,10869.565217391304
3374,Maruti Alto 800 LXI,2017,310000,15000,Petrol,Individual,manual,First Owner,24.7,796.0,47.3,5.0,8,12550.607287449393
3375,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014,500000,50000,Diesel,Individual,manual,First Owner,13.58,2499.0,72.4,9.0,11,36818.85125184094
3376,Chevrolet Beat Diesel,2013,200000,60000,Diesel,Individual,manual,Second Owner,25.44,936.0,57.6,5.0,12,7861.635220125786
3377,Renault Lodgy 85PS RxE 7 Seater,2018,900000,35000,Diesel,Individual,manual,First Owner,21.04,1461.0,83.8,7.0,7,42775.665399239544
3378,Ambassador CLASSIC 1500 DSL AC,2000,75000,90000,Diesel,Individual,manual,Second Owner,12.8,1489.0,35.5,5.0,25,5859.375
3379,Maruti Swift LXI Optional-O,2015,400000,50000,Petrol,Individual,manual,First Owner,20.4,1197.0,83.11,5.0,10,19607.843137254902
3380,Honda Mobilio RS i DTEC,2015,650000,110000,Diesel,Individual,manual,First Owner,24.5,1498.0,98.6,7.0,10,26530.61224489796
3381,Maruti Swift VDI,2015,480000,87847,Diesel,Dealer,manual,First Owner,28.4,1248.0,74.0,5.0,10,16901.408450704228
3382,Maruti Alto LXi,2009,140000,35000,Petrol,Individual,manual,First Owner,19.7,796.0,46.3,5.0,16,7106.598984771574
3383,Maruti Swift VXI 2018,2018,550000,5000,Petrol,Individual,manual,First Owner,22.0,1197.0,81.8,5.0,7,25000.0
3384,Maruti Wagon R AMT VXI,2017,380000,29000,Petrol,Individual,automatic,First Owner,20.51,998.0,67.0,5.0,8,18527.547537786446
3385,Tata Indigo CS LS (TDI) BS-III,2016,440000,20000,Diesel,Individual,manual,First Owner,19.09,1405.0,69.01,5.0,9,23048.716605552647
3386,Maruti Swift Dzire VXI 1.2,2018,630000,15000,Petrol,Individual,manual,First Owner,21.21,1197.0,81.8,5.0,7,29702.9702970297
3387,Renault KWID RXL,2017,250000,40000,Petrol,Individual,manual,First Owner,25.17,799.0,53.3,5.0,8,9932.459276916963
3388,Maruti Alto LX,2009,120000,17000,Petrol,Individual,manual,First Owner,19.7,796.0,46.3,5.0,16,6091.370558375635
3389,Tata Manza Aura Quadrajet BS IV,2012,287000,120000,Diesel,Individual,manual,First Owner,21.12,1248.0,88.8,5.0,13,13589.01515151515
3390,Maruti Baleno Delta 1.2,2016,550000,45000,Petrol,Individual,manual,First Owner,21.4,1197.0,83.1,5.0,9,25700.934579439254
3391,Mahindra Scorpio 1.99 S10 4WD,2016,950000,60000,Diesel,Individual,manual,Third Owner,15.4,1997.0,120.0,7.0,9,61688.31168831169
3392,Tata Harrier XZ Dark Edition BSIV,2019,1630000,25000,Diesel,Individual,manual,First Owner,17.0,1956.0,138.1,5.0,6,95882.35294117648
3393,Ford Fiesta 1.5 TDCi Trend,2015,501000,80000,Diesel,Individual,manual,Second Owner,25.01,1498.0,89.75,5.0,10,20031.98720511795
3394,Mahindra Bolero 2011-2019 ZLX BSIII,2014,550000,70000,Diesel,Individual,manual,First Owner,15.96,2523.0,62.1,7.0,11,34461.15288220551
3395,Maruti Alto 800 LXI,2016,300000,25000,Petrol,Individual,manual,First Owner,22.74,796.0,47.3,5.0,9,13192.612137203167
3396,Maruti Wagon R VXI BS IV,2015,300000,50000,Petrol,Individual,manual,Third Owner,20.51,998.0,67.04,5.0,10,14627.01121404193
3397,Toyota Etios Liva GD,2012,280000,100000,Diesel,Individual,manual,Second Owner,19.41878335651954,,,,13,14419.028981339068
3398,Ford Figo 1.5P Titanium AT,2015,416000,40000,Petrol,Individual,automatic,First Owner,17.01,1499.0,110.4,5.0,10,24456.20223398001
3399,Maruti Omni E MPI STD BS IV,2018,260000,30000,Petrol,Individual,manual,First Owner,16.8,796.0,34.2,8.0,7,15476.190476190475
3400,Chevrolet Sail 1.2 LS ABS,2016,550000,15000,Petrol,Individual,manual,First Owner,18.2,1199.0,82.4,5.0,9,30219.78021978022
3401,Mahindra XUV500 W8 2WD,2012,700000,100000,Diesel,Individual,manual,Second Owner,15.1,2179.0,140.0,7.0,13,46357.615894039736
3402,Tata Indigo CS eGLX BS IV,2011,181000,70000,Petrol,Individual,manual,First Owner,15.64,1193.0,64.1,5.0,14,11572.890025575447
3403,Mahindra Scorpio VLS AT 2.2 mHAWK,2009,365000,110000,Diesel,Individual,automatic,Second Owner,11.79,2179.0,120.0,8.0,16,30958.439355385923
3404,Hyundai Santro Xing XO eRLX Euro II,2006,150000,9558,Petrol,Individual,manual,First Owner,19.41878335651954,,,,19,7724.479811431644
3405,Maruti Alto K10 VXI AGS Optional,2017,400000,10000,Petrol,Individual,automatic,First Owner,23.95,998.0,67.1,5.0,8,16701.461377870564
3406,Hyundai i10 Sportz,2010,210000,110000,Petrol,Individual,manual,First Owner,20.36,1197.0,78.9,5.0,15,10314.34184675835
3407,Hyundai Verna 1.6 SX,2013,500000,87000,Diesel,Individual,manual,Second Owner,22.32,1582.0,126.32,5.0,12,22401.433691756272
3408,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,automatic,First Owner,13.6,1999.0,177.0,5.0,8,199338.23529411765
3410,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,automatic,First Owner,19.33,1999.0,177.0,5.0,8,165545.78375581998
3411,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,manual,First Owner,14.1,2179.0,147.94,7.0,10,35673.75886524823
3412,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,automatic,First Owner,18.0,1969.0,190.0,5.0,6,211111.11111111112
3413,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,automatic,First Owner,19.16,2494.0,157.7,5.0,9,104384.13361169102
3414,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,manual,First Owner,21.79,998.0,67.05,5.0,12,10325.837540156035
3415,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,manual,First Owner,27.39,1248.0,74.0,5.0,7,27017.15954728003
3416,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,manual,First Owner,18.2,1199.0,88.7,5.0,9,30219.78021978022
3417,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,manual,Second Owner,12.99,2494.0,100.6,7.0,12,57736.72055427251
3418,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,automatic,First Owner,22.0,1197.0,81.8,5.0,6,29545.454545454544
3419,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,manual,First Owner,16.78,1496.0,88.73,5.0,8,37246.722288438614
3420,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,automatic,First Owner,22.0,1197.0,81.8,5.0,7,27272.727272727272
3421,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,manual,First Owner,24.0,1186.0,73.97,5.0,8,18750.0
3424,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,automatic,First Owner,19.0,1199.0,88.76,5.0,6,41000.0
3425,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,automatic,First Owner,14.3,1598.0,103.5,5.0,9,45104.895104895106
3426,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,automatic,First Owner,16.8,1984.0,150.0,5.0,7,147321.42857142858
3427,Maruti Baleno Alpha 1.3,2017,735000,70000,Diesel,Individual,manual,First Owner,27.39,1248.0,74.0,5.0,8,26834.61117196057
3428,Tata Zest Revotron 1.2 XT,2017,550000,120000,Petrol,Individual,manual,First Owner,17.57,1193.0,88.7,5.0,8,31303.357996585088
3429,Maruti Ertiga ZDI,2013,509999,148000,Diesel,Individual,manual,First Owner,20.77,1248.0,88.8,7.0,12,24554.597977852674
3430,Hyundai i20 Asta 1.4 CRDi,2013,459999,60000,Diesel,Individual,manual,Second Owner,21.27,1396.0,88.76,5.0,12,21626.657263751764
3431,Maruti Alto 800 LXI,2015,310000,18000,Petrol,Individual,manual,First Owner,22.74,796.0,47.3,5.0,10,13632.36587510994
3432,Tata Zest Quadrajet 1.3 75PS XMS,2018,775000,80000,Diesel,Individual,manual,First Owner,22.95,1248.0,74.0,5.0,7,33769.063180827885
3433,Maruti Alto LXI,2004,105000,96000,Petrol,Individual,manual,Third Owner,19.7,796.0,46.3,5.0,21,5329.949238578681
3434,Honda Amaze S i-Dtech,2015,430000,97000,Diesel,Individual,manual,Second Owner,25.8,1498.0,98.6,5.0,10,16666.666666666668
3435,Hyundai i20 Sportz 1.4 CRDi,2013,360000,210000,Diesel,Individual,manual,Third Owner,21.9,1396.0,88.76,5.0,12,16438.356164383564
3436,Volkswagen Vento Diesel Breeze,2012,400000,60000,Diesel,Individual,manual,Third Owner,20.5,1598.0,105.0,5.0,13,19512.19512195122
3437,Maruti Swift Dzire ZDI,2014,600000,90000,Diesel,Individual,manual,First Owner,23.4,1248.0,74.0,5.0,11,25641.025641025644
3438,Honda WR-V i-VTEC VX,2019,580000,35000,Petrol,Individual,manual,First Owner,17.5,1199.0,88.7,5.0,6,33142.857142857145
3439,Mahindra Verito 1.5 D2 BSIV,2012,140000,120000,Diesel,Individual,manual,Second Owner,21.03,1461.0,65.0,5.0,13,6657.1564431764145
3440,Tata Indigo TDI,2008,210000,100000,Diesel,Individual,manual,First Owner,19.61,1405.0,70.0,5.0,17,10708.822029576746
3441,Hyundai Grand i10 Asta Option,2017,550000,20000,Petrol,Individual,manual,First Owner,18.9,1197.0,82.0,5.0,8,29100.529100529104
3442,Chevrolet Sail Hatchback Petrol LS ABS,2013,120000,110000,Petrol,Individual,manual,Second Owner,18.2,1199.0,84.8,5.0,12,6593.406593406594
3443,Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,400000,35000,Diesel,Individual,manual,First Owner,12.99,2494.0,100.6,7.0,12,30792.917628945343
3444,Honda WR-V i-DTEC VX,2018,1035000,15000,Diesel,Individual,manual,First Owner,25.5,1498.0,98.6,5.0,7,40588.23529411765
3445,Maruti Ciaz VDi Plus,2015,625000,90000,Diesel,Individual,manual,First Owner,26.21,1248.0,88.5,5.0,10,23845.860358641738
3446,Hyundai i10 Magna,2008,200000,40000,Petrol,Individual,manual,First Owner,20.36,1197.0,78.9,5.0,17,9823.18271119843
3447,Tata Manza Club Class Quadrajet90 EX,2013,316000,140000,Diesel,Individual,manual,First Owner,21.02,1248.0,88.76,5.0,12,15033.301617507137
3448,Maruti Vitara Brezza ZDi,2017,813000,110000,Diesel,Individual,manual,First Owner,24.3,1248.0,88.5,5.0,8,33456.79012345679
3449,Toyota Innova Crysta 2.8 GX AT BSIV,2016,1575000,55000,Diesel,Individual,automatic,First Owner,11.36,2755.0,171.5,7.0,9,138644.36619718312
3450,Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,900000,73000,Diesel,Individual,manual,First Owner,12.99,2494.0,100.0,8.0,12,69284.06466512702
3451,Maruti Ertiga VDI,2015,650000,100000,Diesel,Individual,manual,First Owner,20.77,1248.0,88.76,7.0,10,31295.137217140105
3452,Ford Figo Aspire 1.5 TDCi Trend,2015,459999,32000,Diesel,Individual,manual,Second Owner,25.83,1498.0,99.0,5.0,10,17808.71080139373
3453,Nissan Sunny Diesel XV,2012,290000,112072,Diesel,Individual,manual,First Owner,21.64,1461.0,84.8,5.0,13,13401.109057301293
3454,Ford Figo Diesel EXI,2014,400000,30000,Diesel,Individual,manual,First Owner,20.0,1399.0,68.05,5.0,11,20000.0
3455,Maruti Swift VDI BSIV,2016,565000,70000,Diesel,Individual,manual,Second Owner,25.2,1248.0,74.0,5.0,9,22420.634920634922
3456,Volkswagen Multivan TDI,2011,2150000,50000,Diesel,Individual,manual,Second Owner,19.41878335651954,,,,14,110717.54396385356
3457,Chevrolet Spark 1.0 LS,2009,150000,80000,Petrol,Individual,manual,Second Owner,18.0,995.0,62.0,5.0,16,8333.333333333334
3458,BMW 3 Series 320d Sedan,2007,480000,110000,Diesel,Individual,automatic,Fourth & Above Owner,16.07,1995.0,181.0,5.0,18,29869.321717485996
3459,Maruti Zen Estilo 1.1 LX BSIII,2007,70000,80000,Petrol,Individual,manual,Second Owner,18.2,1061.0,64.0,5.0,18,3846.153846153846
3460,Maruti Zen Estilo 1.1 LX BSIII,2007,70000,80000,Petrol,Individual,manual,Second Owner,18.2,1061.0,64.0,5.0,18,3846.153846153846
3461,Mercedes-Benz E-Class E 250 Elegance,2011,1190000,80000,Petrol,Individual,automatic,Second Owner,10.93,2497.0,204.0,5.0,14,108874.65690759379
3462,Hyundai Santro GLS I - Euro II,2006,140000,100000,Petrol,Individual,manual,Second Owner,19.41878335651954,,,,19,7209.514490669534
3463,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,900000,19000,Diesel,Individual,manual,First Owner,23.0,1498.0,98.96,5.0,7,39130.434782608696
3464,Hyundai i20 Sportz Option 1.4 CRDi,2015,600000,40000,Diesel,Individual,manual,First Owner,22.54,1396.0,88.73,5.0,10,26619.343389529728
3465,Mahindra Scorpio S10 7 Seater,2015,1100000,52269,Diesel,Individual,manual,First Owner,15.4,2179.0,120.0,7.0,10,71428.57142857142
3466,Maruti Omni LPG CARGO BSIII W IMMOBILISER,2010,120000,170000,LPG,Individual,manual,Second Owner,10.9,796.0,32.8,5.0,15,11009.174311926605
3467,Maruti Omni E 8 Str STD,2009,120000,140000,Petrol,Individual,manual,First Owner,19.41878335651954,,,,16,6179.583849145315
3468,Maruti Omni E 8 Str STD,2010,120000,170000,Petrol,Individual,manual,Second Owner,19.41878335651954,,,,15,6179.583849145315
3469,Hyundai i20 Magna,2009,229999,60000,Petrol,Individual,manual,Third Owner,18.5,1197.0,80.0,5.0,16,12432.378378378378
3470,Honda Amaze i-VTEC Privilege Edition,2017,570000,15780,Petrol,Individual,manual,First Owner,17.8,1198.0,86.7,5.0,8,32022.47191011236
3471,Hyundai Verna 1.6 SX,2014,575000,106000,Diesel,Individual,manual,First Owner,22.32,1582.0,126.32,5.0,11,25761.648745519713
3472,Volkswagen Vento Diesel Highline,2012,280000,80000,Diesel,Individual,manual,Third Owner,20.54,1598.0,103.6,5.0,13,13631.937682570595
3473,Hyundai i20 Active 1.4 SX Dual Tone,2015,580000,74000,Diesel,Individual,manual,Second Owner,21.19,1396.0,88.73,5.0,10,27371.401604530438
3474,Maruti Ertiga VDI,2018,875000,35000,Diesel,Individual,manual,Second Owner,25.47,1248.0,88.5,7.0,7,34354.14212799372
3475,Hyundai Verna 1.6 SX CRDi (O),2013,500000,70000,Diesel,Individual,manual,Third Owner,22.32,1582.0,126.32,5.0,12,22401.433691756272
3476,Maruti Ciaz ZDi,2015,700000,60000,Diesel,Individual,manual,First Owner,26.21,1248.0,88.5,5.0,10,26707.363601678746
3477,Ford Figo 1.2P Titanium MT,2016,388000,50000,Petrol,Individual,manual,Second Owner,18.16,1196.0,86.8,5.0,9,21365.638766519824
3478,Hyundai i10 Sportz,2011,225000,80000,Petrol,Individual,manual,Second Owner,20.36,1197.0,78.9,5.0,14,11051.080550098231
3479,Tata Indigo CS eGLX BS IV,2011,90000,90000,Petrol,Individual,manual,Second Owner,15.64,1193.0,64.08,5.0,14,5754.475703324808
3480,Renault Duster 110PS Diesel RxZ,2014,600000,114000,Diesel,Individual,manual,First Owner,19.01,1461.0,108.45,5.0,11,31562.335612835348
3481,Hyundai i20 Magna,2009,235000,100000,Petrol,Individual,manual,First Owner,18.5,1197.0,80.0,5.0,16,12702.702702702703
3482,Hyundai i20 1.4 CRDi Asta,2011,350000,100000,Diesel,Individual,manual,Second Owner,23.0,1396.0,90.0,5.0,14,15217.391304347826
3483,Hyundai i10 Sportz,2011,235000,80000,Petrol,Individual,manual,Second Owner,20.36,1197.0,78.9,5.0,14,11542.239685658153
3484,Maruti Alto LXi,2010,190000,35000,Petrol,Individual,manual,First Owner,19.7,796.0,46.3,5.0,15,9644.670050761422
3485,Tata Manza Aura (ABS) Quadrajet BS IV,2011,325000,79000,Diesel,Individual,manual,First Owner,21.12,1248.0,88.8,5.0,14,15388.257575757574
3486,Hyundai i20 Asta 1.2,2007,550000,2360457,Petrol,Individual,manual,Second Owner,18.6,1197.0,81.83,5.0,18,29569.892473118278
3487,Volkswagen Vento Diesel Highline,2011,300000,120000,Diesel,Individual,manual,Third Owner,20.54,1598.0,103.6,5.0,14,14605.647517039923
3488,Tata Tigor 1.2 Revotron XT,2017,550000,10000,Petrol,Individual,manual,First Owner,20.3,1199.0,84.0,5.0,8,27093.5960591133
3489,Mahindra XUV500 W8 AWD,2013,720000,150000,Diesel,Individual,manual,Second Owner,15.1,2179.0,140.0,7.0,12,47682.11920529801
3490,Nissan Micra XE,2011,110000,110000,Petrol,Individual,manual,First Owner,18.06,1198.0,75.0,5.0,14,6090.808416389812
3491,Maruti Alto 800 VXI,2018,310000,10000,Petrol,Individual,manual,First Owner,24.7,796.0,47.3,5.0,7,12550.607287449393
3492,Maruti Wagon R LXI LPG BSIV,2010,150000,70000,LPG,Individual,manual,Second Owner,26.2,998.0,58.2,5.0,15,5725.1908396946565
3493,Tata Indica Vista TDI LX,2012,260000,46000,Diesel,Individual,manual,First Owner,19.4,1405.0,70.0,5.0,13,13402.061855670105
3494,Hyundai Accent GLS,2002,55000,120000,Petrol,Individual,manual,Fourth & Above Owner,13.2,1495.0,94.0,5.0,23,4166.666666666667
3495,Maruti Swift VDI,2013,450000,108800,Diesel,Individual,manual,Third Owner,22.9,1248.0,74.0,5.0,12,19650.655021834064
3496,Hyundai i10 Sportz Option,2009,199000,70000,Petrol,Individual,manual,Second Owner,20.36,1197.0,78.9,5.0,16,9774.066797642436
3497,Mahindra Scorpio S3 9 Seater BSIV,2018,1000000,35000,Diesel,Individual,manual,First Owner,15.4,2523.0,75.0,7.0,7,64935.06493506493
3498,Ford Figo Diesel EXI,2011,240000,72000,Diesel,Individual,manual,First Owner,20.0,1399.0,68.0,5.0,14,12000.0
3499,Renault KWID RXL,2018,350000,40000,Petrol,Individual,manual,First Owner,25.17,799.0,53.3,5.0,7,13905.44298768375
3500,Mahindra Bolero 2011-2019 ZLX BSIII,2014,530000,120000,Diesel,Individual,manual,Third Owner,15.96,2523.0,62.1,7.0,11,33208.02005012531
3501,Chevrolet Spark 1.0 LS,2011,150000,35000,Petrol,Individual,manual,First Owner,18.0,995.0,62.0,5.0,14,8333.333333333334
3502,Hyundai Elite i20 Magna Plus BSIV,2019,625000,12500,Petrol,Individual,manual,First Owner,18.6,1197.0,81.86,5.0,6,33602.15053763441
3503,Hyundai Grand i10 Magna,2014,378000,80000,Petrol,Individual,manual,First Owner,18.9,1197.0,82.0,5.0,11,20000.0
3504,Renault KWID RXT,2015,210000,210000,Petrol,Individual,manual,Second Owner,25.17,799.0,53.3,5.0,10,8343.26579261025
3505,Maruti Swift Dzire VDI,2018,700000,100000,Diesel,Individual,manual,Second Owner,28.4,1248.0,74.02,5.0,7,24647.88732394366
3506,Hyundai Santro Xing GL Plus,2011,156000,110000,Petrol,Individual,manual,Second Owner,17.92,1086.0,62.1,5.0,14,8705.357142857141
3507,Mahindra Bolero Power Plus ZLX,2016,700000,103000,Diesel,Individual,manual,First Owner,16.5,1493.0,70.0,7.0,9,42424.242424242424
3508,Maruti Wagon R LXI Minor,2010,194000,577414,Petrol,Individual,manual,Second Owner,18.9,1061.0,67.0,5.0,15,10264.550264550266
3509,Maruti Alto LX,2006,120000,100000,Petrol,Individual,manual,Second Owner,19.7,796.0,46.3,5.0,19,6091.370558375635
3510,Honda Amaze S AT i-Vtech,2015,415000,45000,Petrol,Individual,automatic,First Owner,15.5,1198.0,86.7,5.0,10,26774.1935483871
3511,Honda Amaze S AT i-Vtech,2015,450000,45000,Petrol,Individual,automatic,First Owner,15.5,1198.0,86.7,5.0,10,29032.25806451613
3512,Honda Brio S MT,2014,325000,40000,Petrol,Individual,manual,Third Owner,19.4,1198.0,86.8,5.0,11,16752.57731958763
3513,Mahindra Bolero 2011-2019 Plus AC,2014,525000,200000,Diesel,Individual,manual,First Owner,15.96,2523.0,62.1,9.0,11,32894.73684210526
3514,Hyundai EON Magna Plus,2017,265000,100000,Petrol,Individual,manual,First Owner,21.1,814.0,55.2,5.0,8,12559.241706161136
3515,Maruti Omni 8 Seater BSII,2008,100000,120000,Petrol,Individual,manual,Second Owner,19.7,796.0,35.0,8.0,17,5076.1421319796955
3516,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,automatic,First Owner,13.6,1999.0,177.0,5.0,8,199338.23529411765
3518,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,automatic,First Owner,19.33,1999.0,177.0,5.0,8,165545.78375581998
